Headword,POS,Same_Sign_Words,Additional_Info,Homonym_Info
곧,Adverb,금명간 | 신속 | 이르다 | 냉큼 | 빨리 | 속히 | 썩 | 어서 | 얼른 | 이내 | 일찍 | 일찍이 | -자,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
곧다,Adjective,단정하다 | 똑바르다 | 바르다 | 반듯하다 | 올바르다 | 점잖다 | 올곧다 | 정하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
골고루,Adverb,균일 | 동일 | 일제히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
골드색,Noun,금색 | 황금색,,
골똘하다,Adjective,골몰 | 전념 | 집중,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
골머리를 앓다,Verb,골치 아프다,가,
골목,Noun,골목길,,
골목길,Noun,골목,,
골몰,Noun,전념 | 집중 | 골똘하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
골인,Noun,,,
골짜기,Noun,산골 | 산골짜기,,
골치 아프다,Adjective,골머리를 앓다,가,
골키퍼,Noun,,,
골프,Noun,,,
곰,Noun,,,
곰보,Noun,,,
곱,Noun,곱하기 | 곱하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
곱다,Adjective,예쁘다,,
곱빼기,Noun,배가,,
곱절,Noun,배 | 갑절 | 곱,,
곱하기,Noun,곱 | 곱하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
곱하다,Verb,곱 | 곱하기,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
곳,Noun,위치 | 장소 | 터,,
곳간,Noun,,,
공,Noun,영,,
공감,Noun,일치 | 동감 | 동의,,
공것,Noun,거저 | 공짜 | 무료 | 면제 | 면하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
공격,Noun,,,
공고하다,Adjective,강하다 | 견고하다 | 굳다 | 단단하다 | 딱딱하다 | 세다 | 억세다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
공공,Noun,절대 | 공 | 결코 | 절대로,,
공공 기관,Noun,,,
공공시설,Noun,,,
공공장소,Noun,,,
공교롭다,Adjective,우연,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
공군,Noun,,,
공급,Noun,,,
공기,Noun,심호흡 | 호흡 | 냄새 | 대기 | 목숨 | 생명 | 수 | 수명 | 숨 | 숨결 | 숨쉬다,,
공동정범,Noun,공범 | 공범자,,
공들이다,Verb,노력 | 안간힘 | 애쓰다 | 힘쓰다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
공로,Noun,공,,
공립,Noun,,,
공무,Noun,공직,,
공무 집행 방해죄,Noun,,,
공무원,Noun,공복,,
공문,Noun,공문서,,
공문서,Noun,공문,,
공박,Noun,문초 | 심문 | 추궁 | 캐어묻다,,
공범,Noun,공동정범 | 공범자,,
공범자,Noun,공범 | 공동정범,,
공복,Noun,공무원,,
공부,Noun,학업,,
공사장,Noun,공사판,,
공사판,Noun,공사장,,
공산당,Noun,,,
공수부대,Noun,,,
공약,Noun,,,
공양,Noun,봉사 | 기증 | 제출 | 드리다 | 바치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
공인,Noun,관인 | 인관 | 직인,,
공인중개사,Noun,,,
공작,Noun,짓다 | 작성 | 제작 | 제조 | 만들다 | 가공,,
공장,Noun,사업,,
공장장,Noun,,,
공제,Noun,빼다 | 깎다 | 덜다 | 제하다 | 배제 | 감면 | 빼기 | 제외 | 생략 | 경감,,
공주,Noun,,칭호,
공중,Noun,민간 | 서민 | 일반인,,
공직,Noun,공무,,
공짜,Noun,거저 | 공것 | 무료 | 면제 | 면하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
공책,Noun,노트,,
공항,Noun,비행장,,
공혈,Noun,헌혈,,
과거,Noun,전 | 지나다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
과년,Noun,작년 | 지난해 | 거년 | 전년,,
과대,Adjective,,,
과목,Noun,강좌 | 교과 | 학과목 | 교과목,,
과부,Noun,홀어머니 | 홀어미,,
과실,Noun,과일,,
과일,Noun,과실,,
과자,Noun,쿠키,,
과장,Noun,,,
과제,Noun,숙제,,
과징금,Noun,,,
과테말라,Noun,,,
과학,Noun,,,
과학자,Noun,,,
관,Noun,감투,,
관객,Noun,관중 | 구경꾼,,
관계,Noun,연락 | 연결 | 관련 | 상관 | 연관,,
관계없다,Adjective,막론하다 | 무관하다 | 상관없다 | 상관하지 않다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
관공서,Noun,,,
관광,Noun,,,
관광객,Noun,,,
관대하다,Adjective,너그럽다,,
관람,Noun,경치 | 구경 | 풍경,,
관련,Noun,연락 | 연결 | 관계 | 상관 | 연관,,
관리,Noun,관리하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
관리비,Noun,,,
관리인,Noun,관리자,,
관리자,Noun,관리인,,
관리하다,Verb,관리,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
관용어,Noun,숙어,,
관인,Noun,공인 | 인관 | 직인,,
관절,Noun,,,
관중,Noun,관객 | 구경꾼,,
관철,Noun,관통 | 꿰뚫다 | 알아맞히다,,
관청,Noun,관헌,,
관통,Noun,관철 | 꿰뚫다 | 알아맞히다,,
관하다,Verb,대하다,,
관헌,Noun,관청,,
관형사,Noun,,,
광,Noun,광선 | 라이트 | 빛 | 조명 | 비추다 | 비치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
광고,Noun,발표 | 표시 | 표현 | 나타내다 | 드러내다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
광복절,Noun,,,
광부,Noun,,,
광산,Noun,,,
광선,Noun,광 | 라이트 | 빛 | 조명 | 비추다 | 비치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
광영,Noun,영광,,
광장,Noun,,,
광주,Noun,광주시,,
광주시,Noun,광주,,
광탑,Noun,등대,,
광택,Noun,광,,
광화문,Noun,우물,,
괘씸하다,Adjective,,,
괜찮다,Adjective,무방하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
괴롭다,Adjective,걱정 | 근심 | 상심 | 시름 | 염려 | 우수,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
괴롭히다,Verb,,,
괴짜,Noun,,,
괴팍하다,Adjective,,,
굉장하다,Adjective,심하다 | 심각하다,,
교감,Noun,,,
교과,Noun,과목 | 강좌 | 학과목 | 교과목,,
교과목,Noun,과목 | 강좌 | 교과 | 학과목,,
교과서,Noun,교본,,
교대,Noun,갈다 | 바꾸다 | 교체 | 변경 | 변동,,
교도소,Noun,감옥 | 형무소,,
교란,Noun,문란 | 짬뽕 | 혼합 | 섞다 | 소동,,
교량,Noun,남대문 | 육교 | 다리,,
교류,Noun,교제 | 사귀다 | 사교,,
교만,Noun,거만 | 오만 | 건방지다 | 잘난 척하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
교묘하다,Adjective,신기하다 | 묘하다 | 오묘하다 | 이상,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
교무실,Noun,교원실 | 서무실,,
교복,Noun,학생복,,
교본,Noun,교과서,,
교부,Noun,주다 | 내밀다 | 내주다 | 건네주다 | 제공,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
교사,Noun,교원 | 사범 | 선생 | 스승 | 교직자,,
교수,Noun,,,
교수하다,Verb,가르치다 | 가르침 | 교육,,
교실,Noun,,,
교원,Noun,교사 | 사범 | 선생 | 스승 | 교직자,,
교원실,Noun,교무실 | 서무실,,
교육,Noun,가르치다 | 가르침 | 교수하다,,
교육대학,Noun,교육대학교,,
교육대학교,Noun,교육대학,,
교육인,Noun,교육자,,
교육자,Noun,교육인,,
교육청,Noun,,,
교장,Noun,,,
교제,Noun,교류 | 사귀다 | 사교,,
교직자,Noun,교사 | 교원 | 사범 | 선생 | 스승,,
교차로,Noun,사거리,,
교차점,Noun,,,
교체,Noun,갈다 | 바꾸다 | 교대 | 변경 | 변동,,
교체하다,Verb,돌아서다 | 갈다 | 대체하다,,
교통,Noun,,,
교통비,Noun,,,
교통사고,Noun,,,
교파,Noun,종파,,
교환,Noun,바꾸다 | 맞바꾸다,,
교환하다,Verb,맞바꾸다 | 바꾸다,,
교활,Adjective,여우,,
교황,Noun,,,
교회,Noun,,,
구,Noun,구역 | 지역,,
구간,Noun,,,
구걸,Noun,동냥,,
구경,Noun,경치 | 관람 | 풍경,,
구경꾼,Noun,관중 | 관객,,
구공탄,Noun,연탄,,
구급차,Noun,응급차 | 앰뷸런스,,
구기다,Verb,,,
구두,Noun,,,
구두쇠,Noun,수전노,,
구류,Noun,갇히다 | 하지 못하게 하다 | 지배,,
구름,Noun,,,
구릉,Noun,언덕,,
구매,Noun,구입 | 쇼핑 | 매수 | 매입 | 사다,,
구매자,Noun,,,
구박,Noun,꾸짖다 | 나무라다 | 야단치다 | 가책 | 꾸중 | 꾸지람 | 책망 | 핍박 | 힐책,,
구별,Noun,가르다 | 나누다 | 구분 | 분류 | 분별 | 분할 | 유별,,
구분,Noun,가르다 | 나누다 | 구별 | 분류 | 분별 | 분할 | 유별,,
구실,Noun,명목 | 핑계,,
구십,Numeral,아흔,,
구약,Noun,,,
구어,Noun,,,
구역,Noun,지역 | 구,,
구원,Noun,구출 | 구하다 | 건지다 | 채용,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
구월,Noun,,,
구인,Noun,,,
구입,Noun,구매 | 쇼핑 | 매수 | 매입 | 사다,,
구주,Noun,유럽,,
구청,Noun,,,
구출,Noun,구원 | 구하다 | 건지다 | 채용,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
구타,Noun,,,
구토,Noun,게우다 | 토하다,,
구하다,Verb,구원 | 구출 | 건지다 | 채용,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
국,Noun,,,
국가,Noun,-국 | 나라,,
국가 고시,Noun,국가시험,,
국가시험,Noun,국가 고시,,
국가유산,Noun,,,
국군,Noun,,,
국립,Noun,,,
국민,Noun,백성,,
국방,Noun,,,
국보,Noun,,,
국수,Noun,면,,
국어,Noun,한국어 | 한국말,,
국유,Noun,,,
국제,Noun,세계 | 세상,,
국제연합,Noun,유엔,,
국회,Noun,,,
국회의사당,Noun,,,
군,Noun,군대,,
군교,Noun,장교,,
군대,Noun,군,,
군복,Noun,,,
군부,Noun,왕비 | 황후,,
군사,Noun,군인 | 병사 | 병정 | 장병,,
군사령관,Noun,,,
군사재판,Noun,,,
군용기,Noun,군용비행기,,
군용비행기,Noun,군용기,,
군인,Noun,군사 | 병사 | 병정 | 장병,,
군집,Noun,떼 | 무리,,
굳다,Adjective,강하다 | 견고하다 | 단단하다 | 딱딱하다 | 공고하다 | 세다 | 억세다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
굴,Noun,,구멍,
굶다,Verb,고프다 | 시장 | 배고프다,,
굼뜨다,Adjective,지각 | 지체 | 늦다 | 느리다 | 더디다 | 천천하다 | 서서히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
굽다,Verb,,,
궁,Noun,대궐 | 고궁 | 궁궐 | 궁전,,
궁궐,Noun,대궐 | 고궁 | 궁 | 궁전,,
궁금하다,Adjective,,,
궁둥이,Noun,엉덩이 | 볼기 | 히프,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
궁색,Noun,,,
궁색하다,Adjective,가난 | 곤궁 | 궁핍 | 빈곤,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
궁전,Noun,대궐 | 고궁 | 궁 | 궁궐,,
궁핍,Noun,가난 | 곤궁 | 빈곤 | 궁색하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
권력,Noun,권세 | 세력,,
권리,Noun,권한,,
권사,Noun,,여자,
권세,Noun,권력 | 세력,,
권씨,Noun,,,
권위,Noun,,,
권위자,Noun,,,
권총,Noun,총 | 당기다 | 쏘다,,
권투,Noun,복싱,,
권한,Noun,권리,,
귀,Noun,,,
귀감,Noun,모범 | 본받다,,
귀걸이,Noun,귀고리,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
귀고리,Noun,귀걸이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
귀국,Noun,착륙 | 내려앉다,,
귀신,Noun,마귀 | 사탄 | 악마 | 유령,,
귀신같이 사라지다,Verb,,鬼神,
귀여워하다,Verb,귀엽다,,
귀엽다,Adjective,귀여워하다,,
귀중하다,Adjective,중요 | 막중하다 | 소중하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
귀찮다,Adjective,불편 | 성가시다,,
귀하다,Adjective,존귀,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
귀환,Verb,되돌아오다 | 돌아오다,,
규약,Noun,규율 | 규칙 | 조항,,
규율,Noun,규약 | 규칙 | 조항,,
규칙,Noun,규약 | 규율 | 조항,,
균열,Noun,틈,바닥에 생기는,
균일,Adjective,동일 | 골고루 | 일제히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
균형,Noun,대등 | 수평 | 평등 | 표준 | 평평하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
그,Pronoun,,,
그끄저께,Noun,,,
그냥,Adverb,그저,,
그녀,Pronoun,,,
그다음,Noun,다음,,
그다지,Adverb,별로,,
그대로,Noun,복귀 | 환원 | 되돌리다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
그대로,Adverb,,,동음이의어 있음
그러나,Adverb,뒤엎다 | 뒤집어엎다 | 그런데 | 그렇지만 | 하지만,,
그러면,Adverb,-면 | 임시,,
그러하다,Adjective,그렇다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
그런데,Adverb,뒤엎다 | 뒤집어엎다 | 그러나 | 그렇지만 | 하지만,,
그렇다,Adjective,그러하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
그렇지만,Adverb,뒤엎다 | 뒤집어엎다 | 그러나 | 그런데 | 하지만,,
그룹,Noun,단체 | 모임 | 부 | 부분 | 부서 | 서클 | 회 | 팀 | 동아리 | 무리,,
그릇,Noun,사발,,
그릇되다,Adjective,틀리다,,
그리고,Adverb,또 | 다시,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
그리기,Noun,미술 | 회화 | 그리다 | 그림,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
그리다,Verb,그리기 | 미술 | 회화 | 그림,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
그리다,Verb,그리워하다 | 동경 | 사모 | 그립다,,동음이의어 있음
그리스,Noun,,,
그리워하다,Verb,동경 | 사모 | 그리다 | 그립다,,
그림,Noun,그리기 | 미술 | 회화 | 그리다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
그립다,Adjective,그리워하다 | 동경 | 사모 | 그리다,,
그만,Noun,중지 | 끄다 | 멈추다 | 마르다 | 정지,,동음이의어 있음
그만,Adverb,금지 | 그만두다 | 금하다 | 말다 | 하지 마,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
그만두다,Verb,그만 | 금지 | 금하다 | 말다 | 하지 마,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
그만둠,Noun,체념 | 기권 | 포기,,
그만이다,Adjective,그만,,
그만하다,Verb,고만하다 | 이만하다 | 저만하다,,
그저,Adverb,그냥,,동음이의어 있음
그저,Adjective,그만하다 | 일관 | 여전하다 | 한결같다 | 일관성이 있다 | 전과 똑같다,,동음이의어 있음
그저께,Noun,그제,,
그제,Noun,그저께,,
극복,Noun,이겨냄,,
극장,Noun,,,
극형,Noun,사형,,
근로,Noun,근무 | 노동 | 일 | 작업,,
근로자,Noun,고용인 | 노동자 | 노무자 | 사원 | 일꾼 | 종업원 | 직원,,
근면,Noun,열성 | 열심 | 꾸준하다 | 부지런하다,,
근무,Noun,근로 | 노동 | 일 | 작업,,
근방,Noun,가까이 | 근처 | 부근 | 인근,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
근본,Noun,기반 | 기본 | 기초 | 바탕 | 뿌리,,
근사하다,Adjective,,,동음이의어 있음
근사하다,Adjective,고루고루 | 유사 | 흡사 | 비슷하다 | 유사하다 | 흡사히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
근성,Noun,본질 | 본성 | 부성 | 부질 | 본바탕 | 성근 | 솔성 | 천질 | 체성 | 품성 | 품질,,
근심,Noun,걱정 | 상심 | 시름 | 염려 | 우수 | 괴롭다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
근심,Noun,찌푸리다,,동음이의어 있음
근육,Noun,,,
근처,Noun,근방 | 가까이 | 부근 | 인근,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
글,Noun,글자 | 자,,
글월,Noun,문 | 문구 | 문장,,
글자,Noun,글 | 자,,
글피,Noun,,,
긁다,Verb,가렵다,,
긁어먹다,Verb,등치다,,
긁어모으다,Verb,,,
금,Noun,황금,,
금가락지,Noun,금반지,,
금강산,Noun,,,
금강석,Noun,다이아몬드 | 다이아,,
금고,Noun,,,
금년,Noun,올해 | 당년 | 올,,
금리,Noun,,,
금메달,Noun,,,
금명간,Adverb,곧 | 신속 | 이르다 | 냉큼 | 빨리 | 속히 | 썩 | 어서 | 얼른 | 이내 | 일찍 | 일찍이 | -자,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
금반지,Noun,금가락지,,
금색,Noun,황금색 | 골드색,,
금세,Adverb,,,
금시초문,Noun,초문,,
금식,Noun,,,
금액,Noun,값 | 대금 | 가격 | 돈 | 금전 | 화폐,,
금연,Noun,,,
금요일,Noun,,,
금융,Noun,은행,,
금이 가다,Verb,돌아서다 | 등을 돌리다,관계에,
금일,Noun,오늘 | 이번 | 오늘날 | 현재,,
금전,Noun,값 | 대금 | 가격 | 금액 | 돈 | 화폐,,
금주,Noun,술을 끊다,,
금주일,Noun,금주 | 이번 주,,
금지,Noun,그만 | 그만두다 | 금하다 | 말다 | 하지 마,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
금추,Noun,가을,,
금하다,Verb,그만 | 금지 | 그만두다 | 말다 | 하지 마,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
급급하다,Adjective,다급하다 | 성급하다 | 조급하다 | 바쁘다 | 급조하다 | 변급하다,,
급등,Noun,폭등,,
급료,Noun,월급 | 봉급 | 월봉,,
급사,Noun,종 | 사환,,
급장,Noun,반장,,
급조하다,Verb,다급하다 | 성급하다 | 조급하다 | 급급하다 | 바쁘다 | 변급하다,,
급하다,Adjective,서두르다 | 긴급 | 독촉 | 재촉 | 응급 | 시급하다,,
급행,Noun,고속,,
긍정,Noun,,,
긍지,Noun,프라이드 | 자존심,,
긍휼,Noun,,,
기,Noun,깃발,,
기각,Noun,거부당하다 | 부결,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
기간,Noun,동안 | 사이,,
기겁,Noun,,,
기계,Noun,장치,,
기관지,Noun,,,
기관차,Noun,기차 | 열차,,
기구,Noun,조직 | 짜임 | 천 | 헝겊 | 짜다,,
기권,Noun,체념 | 포기 | 그만둠,,
